model,repeat,fold,roc_auc,pr_auc
node2vec,0,0,0.6493754460091874,0.10575327734668788
node2vec,0,1,0.6433344450514678,0.1194750885759765
node2vec,0,2,0.6530174481520122,0.134980569619358
node2vec,0,3,0.655250129204016,0.13253064761319303
node2vec,0,4,0.6596075192166333,0.1422722196914742
