seed,roc,pr
42,0.8267985260690612,0.15530247632330552
43,0.8243855907536314,0.13503602187671823
44,0.8297991228783406,0.14846745494753005
45,0.8351444970944581,0.1449247340491132
46,0.8228908624063377,0.13842561585881702
