n_dis,Hit@1,Hit@5,Hit@10,MRR,top_tie_frac,model
950,0.41368421052631577,0.6757894736842105,0.7905263157894736,0.5366521073621819,0.07881705130416396,otrec_s42
950,0.3989473684210526,0.6673684210526316,0.7821052631578947,0.5237918906567826,0.07877193852220907,otrec_mean
950,0.4094736842105263,0.6378947368421053,0.7673684210526316,0.5164067528157726,0.07877193852220907,ottree
950,0.3821052631578947,0.5989473684210527,0.7094736842105264,0.4874148993976941,0.07877193852220907,target_mean
950,0.030526315789473683,0.09789473684210526,0.16736842105263158,0.07877193852220907,1.0,disease_mean
950,0.28210526315789475,0.4842105263157895,0.5705263157894737,0.3807421456089154,0.4790246182057203,score_past
