gene_acronym,gene_name,gene_entrez_id,age_in_days,age,donor_sex,structure_name,expression_energy
Cartpt,CART prepropeptide,27220,56.0,P56,M,prosomere 3,0.490776
Scg2,secretogranin II,20254,56.0,P56,M,prosomere 3,17.7386
Cartpt,CART prepropeptide,27220,56.0,P56,M,prosomere 3,0.441359
Scg2,secretogranin II,20254,56.0,P56,M,prosomere 3,14.4813
Csnk1e,"casein kinase 1, epsilon",27373,56.0,P56,M,prosomere 3,5.80677
Csnk1e,"casein kinase 1, epsilon",27373,56.0,P56,M,prosomere 3,6.66164
Csnk1e,"casein kinase 1, epsilon",27373,56.0,P56,M,prosomere 3,5.52593
Csnk1e,"casein kinase 1, epsilon",27373,56.0,P56,M,prosomere 3,6.35467
Csnk1e,"casein kinase 1, epsilon",27373,56.0,P56,M,prosomere 3,4.8568
Npas3,neuronal PAS domain protein 3,27386,56.0,P56,M,prosomere 3,0.0440469
Scg2,secretogranin II,20254,56.0,P56,M,prosomere 3,16.5073
Scg2,secretogranin II,20254,56.0,P56,M,prosomere 3,13.6395
Fam3c,"family with sequence similarity 3, member C",27999,56.0,P56,M,prosomere 3,0.412822
Scg2,secretogranin II,20254,56.0,P56,M,prosomere 3,9.89351
Polr2m,polymerase (RNA) II (DNA directed) polypeptide M,28015,56.0,P56,M,prosomere 3,3.10327
Scg2,secretogranin II,20254,56.0,P56,M,prosomere 3,13.0325
Trim36,tripartite motif-containing 36,28105,56.0,P56,M,prosomere 3,0.180254
E2f6,E2F transcription factor 6,50496,56.0,P56,M,prosomere 3,11.2565
Scg2,secretogranin II,20254,56.0,P56,M,prosomere 3,12.6219
Postn,"periostin, osteoblast specific factor",50706,56.0,P56,M,prosomere 3,0.16121
Fbxw7,F-box and WD-40 domain protein 7,50754,56.0,P56,M,prosomere 3,3.18653
Dkk3,dickkopf homolog 3 (Xenopus laevis),50781,56.0,P56,M,prosomere 3,3.12033
Dkk3,dickkopf homolog 3 (Xenopus laevis),50781,56.0,P56,M,prosomere 3,4.16639
Dkk3,dickkopf homolog 3 (Xenopus laevis),50781,56.0,P56,M,prosomere 3,2.17291
Pvalb,parvalbumin,19293,56.0,P56,M,prosomere 3,9.40253
Dkk3,dickkopf homolog 3 (Xenopus laevis),50781,56.0,P56,M,prosomere 3,3.77334
Dkk3,dickkopf homolog 3 (Xenopus laevis),50781,56.0,P56,M,prosomere 3,2.32091
Dkk3,dickkopf homolog 3 (Xenopus laevis),50781,56.0,P56,M,prosomere 3,3.69934
Dkk3,dickkopf homolog 3 (Xenopus laevis),50781,56.0,P56,M,prosomere 3,3.39115
Dkk3,dickkopf homolog 3 (Xenopus laevis),50781,56.0,P56,M,prosomere 3,1.15435
Dkk3,dickkopf homolog 3 (Xenopus laevis),50781,56.0,P56,M,prosomere 3,1.19241
Dkk3,dickkopf homolog 3 (Xenopus laevis),50781,56.0,P56,M,prosomere 3,1.082
Dkk3,dickkopf homolog 3 (Xenopus laevis),50781,56.0,P56,M,prosomere 3,1.92676
Dkk3,dickkopf homolog 3 (Xenopus laevis),50781,56.0,P56,M,prosomere 3,1.49587
Dkk3,dickkopf homolog 3 (Xenopus laevis),50781,56.0,P56,M,prosomere 3,2.50188
Gpr88,G-protein coupled receptor 88,64378,56.0,P56,M,prosomere 3,1.80599
Dkk3,dickkopf homolog 3 (Xenopus laevis),50781,56.0,P56,M,prosomere 3,3.25535
Dkk3,dickkopf homolog 3 (Xenopus laevis),50781,56.0,P56,M,prosomere 3,3.11365
Dkk3,dickkopf homolog 3 (Xenopus laevis),50781,56.0,P56,M,prosomere 3,2.7628
Smoc2,SPARC related modular calcium binding 2,64074,56.0,P56,M,prosomere 3,0.158046
Dkk3,dickkopf homolog 3 (Xenopus laevis),50781,56.0,P56,M,prosomere 3,2.71553
Dkk3,dickkopf homolog 3 (Xenopus laevis),50781,56.0,P56,M,prosomere 3,1.4976
Dkk3,dickkopf homolog 3 (Xenopus laevis),50781,56.0,P56,M,prosomere 3,3.26548
Park2,"Parkinson disease (autosomal recessive, juvenile) 2, parkin",50873,56.0,P56,M,prosomere 3,0.756314
Olig2,oligodendrocyte transcription factor 2,50913,56.0,P56,M,prosomere 3,10.4446
Atxn1,ataxin 1,20238,56.0,P56,M,prosomere 3,1.94043
Atxn1,ataxin 1,20238,56.0,P56,M,prosomere 3,1.712
