metric,mean,std
auc,0.9118237297665994,0.0087531446398185
pr_auc,0.664376308828671,0.030650712383274416
loss,0.8238751533314075,0.11182757160006777
best_epoch,15.7,2.98496231131986
runtime_seconds,45.51636008034993,6.2678208570077665
