model,repeat,fold,roc_auc,pr_auc
node2vec,0,0,0.6839198767011081,0.11716760868921972
node2vec,0,1,0.6752883921124329,0.1306731295843819
node2vec,0,2,0.6903530627322031,0.15069072594492897
node2vec,0,3,0.681337581832715,0.1423928893862428
node2vec,0,4,0.690919431668678,0.156061062881478
