Model,seed,ROC-AUC,PR-AUC
Frozen BioClinical-ModernBERT + MLP,42,0.8558444306008652,0.3173940652448388
Frozen BioClinical-ModernBERT + MLP,43,0.8514422668842203,0.2898477354497894
Frozen BioClinical-ModernBERT + MLP,44,0.8603329232465095,0.31864741955973885
Frozen BioClinical-ModernBERT + MLP,45,0.8543298627252736,0.3094366218521572
Frozen BioClinical-ModernBERT + MLP,46,0.8556086377975781,0.32021661060252915
