model,repeat,fold,roc_auc,pr_auc
node2vec,0,0,0.8072850389405071,0.2348509769660683
node2vec,0,1,0.7938882536230043,0.2484783095302126
node2vec,0,2,0.7892361553464378,0.25462861919179075
node2vec,0,3,0.781878640044503,0.250864945693432
node2vec,0,4,0.7927523465762362,0.27089676937134294
