model,repeat,fold,roc_auc,pr_auc
node2vec,0,0,0.6059833210775141,0.09447006810054845
node2vec,0,1,0.6049622092822328,0.10881128999237108
node2vec,0,2,0.6229877277588524,0.1252893486358166
node2vec,0,3,0.6180786995621461,0.12086614521207069
node2vec,0,4,0.6314636487849307,0.1332551029666047
