model,repeat,fold,roc_auc,pr_auc
node2vec,0,0,0.7413921049819794,0.15844678480641525
node2vec,0,1,0.7253566404749556,0.16946072844548776
node2vec,0,2,0.7218828319909166,0.18697447352194502
node2vec,0,3,0.72031514818489,0.1780724748685612
node2vec,0,4,0.7321328536279684,0.1919660628782105
