diseaseId,diseaseName,orphan,known_clinical_targets,comparison_row_count,available_ot_score_count,available_ottree_count
MONDO_0021310,malignant tumor of neck,False,39.0,94,94,94
MONDO_0021311,malignant tumor of parathyroid gland,False,1.0,4,4,4
MONDO_0021312,malignant tumor of adrenal cortex,True,0.0,3,3,3
MONDO_0021313,eyelid cancer,True,0.0,3,3,3
MONDO_0021315,malignant tumor of nasopharynx,True,0.0,18,18,18
MONDO_0021317,cancer of cerebellum,True,0.0,1,1,1
MONDO_0021320,malignant tumor of floor of mouth,True,0.0,1,1,1
MONDO_0021321,malignant tumor of extrahepatic bile duct,False,68.0,97,97,97
MONDO_0021322,,,0.0,11,11,11
MONDO_0021327,,,0.0,8,8,8
MONDO_0021333,carcinoma of lip,True,0.0,4,4,4
MONDO_0021334,immunoproliferative disorder,False,1.0,7,7,7
MONDO_0021335,,,0.0,12,12,12
MONDO_0021337,tonsil carcinoma,True,0.0,32,32,32
MONDO_0021343,carcinoma of floor of mouth,True,0.0,3,3,3
MONDO_0021345,,,0.0,54,54,54
MONDO_0021348,,,0.0,164,164,164
MONDO_0021350,neoplasm of thorax,False,51.0,101,101,101
MONDO_0021351,,,0.0,27,27,27
MONDO_0021354,tumor of adipose tissue,True,0.0,4,4,4
MONDO_0021355,neoplasm of esophagus,False,13.0,196,196,196
MONDO_0021358,neoplasm of hypopharynx,False,1.0,24,24,24
MONDO_0021360,,,0.0,62,62,62
MONDO_0021364,neoplasm of oropharynx,False,4.0,50,50,50
MONDO_0021366,neoplasm of middle ear,True,0.0,1,1,1
MONDO_0021368,neoplasm of major salivary gland,True,0.0,1,1,1
MONDO_0021370,,,0.0,12,12,12
MONDO_0021372,neoplasm of temporal lobe,True,0.0,2,2,2
MONDO_0021374,neoplasm of cerebral hemisphere,False,1.0,39,39,39
MONDO_0021375,,,0.0,20,20,20
MONDO_0021383,neoplasm of floor of mouth,True,0.0,2,2,2
MONDO_0021385,extrahepatic bile duct neoplasm,True,0.0,4,4,4
MONDO_0021386,neoplasm of mediastinum,True,0.0,19,19,19
MONDO_0021390,,,0.0,5,5,5
MONDO_0021392,,,0.0,122,122,122
MONDO_0021394,polyp of vagina,True,0.0,1,1,1
MONDO_0021398,,,0.0,17,17,17
MONDO_0021400,,,0.0,175,175,175
MONDO_0021416,,,0.0,14,14,14
MONDO_0021427,squamous cell carcinoma of lip,True,0.0,26,26,26
MONDO_0021439,,,0.0,10,10,10
MONDO_0021440,benign neoplasm of skin,False,3.0,26,26,26
MONDO_0021444,,,0.0,11,11,11
MONDO_0021445,benign neoplasm of oral cavity,True,0.0,2,2,2
MONDO_0021447,benign neoplasm of testis,True,0.0,6,6,6
MONDO_0021449,,,0.0,3,3,3
MONDO_0021454,,,0.0,14,14,14
MONDO_0021455,benign neoplasm of neck,True,0.0,1,1,1
MONDO_0021459,benign neoplasm of esophagus,True,0.0,1,1,1
MONDO_0021460,,,0.0,34,34,34
MONDO_0021462,,,0.0,5,5,5
MONDO_0021463,benign neoplasm of parathyroid gland,True,0.0,5,5,5
MONDO_0021469,benign neoplasm of anus,True,0.0,5,5,5
MONDO_0021470,,,0.0,25,25,25
MONDO_0021471,benign neoplasm of endometrium,True,0.0,1,1,1
MONDO_0021478,benign neoplasm of nasopharynx,True,0.0,1,1,1
MONDO_0021488,benign neoplasm of lacrimal gland,True,0.0,1,1,1
MONDO_0021489,,,0.0,5,5,5
MONDO_0021490,benign neoplasm of sebaceous gland,True,0.0,1,1,1
MONDO_0021494,benign neoplasm of parotid gland,True,0.0,5,5,5
MONDO_0021496,benign neoplasm of lip,True,0.0,1,1,1
MONDO_0021503,,,0.0,1,1,1
MONDO_0021506,benign neoplasm of spinal cord,True,0.0,1,1,1
MONDO_0021507,benign neoplasm of brain stem,True,0.0,1,1,1
MONDO_0021510,benign neoplasm of prostate,True,0.0,14,14,14
MONDO_0021511,,,0.0,22,22,22
MONDO_0021512,,,0.0,6,6,6
MONDO_0021527,benign neoplasm of meninges,True,0.0,2,2,2
MONDO_0021533,intestinal neuroendocrine tumor G1,True,0.0,3,3,3
MONDO_0021534,,,0.0,15,15,15
MONDO_0021535,pancreatic neuroendocrine tumor G1,False,1.0,2,2,2
MONDO_0021537,,,0.0,27,27,27
MONDO_0021538,verrucous carcinoma of oral cavity,False,25.0,25,25,25
MONDO_0021540,hamartoma of lung,True,0.0,14,14,14
MONDO_0021541,hemangioma of retina,True,0.0,7,7,7
MONDO_0021542,hemangioma of choroid,True,0.0,2,2,2
MONDO_0021545,,,0.0,15,15,15
MONDO_0021547,,,0.0,9,9,9
MONDO_0021548,,,0.0,8,8,8
MONDO_0021553,,,0.0,21,21,21
MONDO_0021569,,,0.0,17,17,17
MONDO_0021574,,,0.0,27,27,27
MONDO_0021579,neoplasm of femur,True,0.0,1,1,1
MONDO_0021580,neoplasm of jaw,True,0.0,2,2,2
MONDO_0021581,,,0.0,23,23,23
MONDO_0021583,,,0.0,19,19,19
MONDO_0021631,,,0.0,39,39,39
MONDO_0021632,primary brain neoplasm,False,11.0,47,47,47
MONDO_0021633,cerebral astrocytoma,False,6.0,22,22,22
MONDO_0021634,,,0.0,22,22,22
MONDO_0021636,,,0.0,181,181,181
MONDO_0021637,low grade glioma,False,49.0,176,176,176
MONDO_0021639,grade II glioma,False,7.0,7,7,7
MONDO_0021640,grade III glioma,False,31.0,69,69,69
MONDO_0021651,,,0.0,1,1,1
MONDO_0021652,diffuse type adenocarcinoma,True,0.0,7,7,7
MONDO_0021653,cutaneous focal mucinosis,True,0.0,1,1,1
MONDO_0021656,nongerminomatous germ cell tumor,False,13.0,33,33,33
MONDO_0021657,ovarian sex cord-stromal tumor,False,11.0,17,17,17
MONDO_0021658,vascular ectasia,False,4.0,5,5,5
MONDO_0021659,combined carcinoid and adenocarcinoma,True,0.0,1,1,1
MONDO_0021660,,,0.0,1,1,1
MONDO_0021661,coronary atherosclerosis,False,5.0,357,357,357
MONDO_0021662,,,0.0,18,18,18
MONDO_0021663,,,0.0,24,24,24
MONDO_0021666,ear infection,False,1.0,65,65,65
MONDO_0021669,post-infectious disorder,True,0.0,1,1,1
MONDO_0021678,,,0.0,111,111,111
MONDO_0021679,,,0.0,47,47,47
MONDO_0021681,sexually transmitted disease,False,25.0,318,318,318
MONDO_0021698,alcohol-related disorders,False,32.0,52,52,52
MONDO_0021699,,,0.0,8,8,8
MONDO_0021718,polyneuritis,True,0.0,9,9,9
MONDO_0021726,abdominal cystic lymphangioma,True,0.0,5,5,5
MONDO_0021736,proctosigmoiditis,False,1.0,7,7,7
MONDO_0021739,prurigo,False,3.0,24,24,24
MONDO_0021747,,,0.0,33,33,33
MONDO_0021765,,,0.0,21,21,21
MONDO_0021804,silicotuberculosis,True,0.0,2,2,2
MONDO_0021812,adnexal spiradenoma/cylindroma of a sweat gland,True,0.0,33,33,33
MONDO_0021925,tracheobronchitis,True,0.0,10,10,10
MONDO_0021944,,,0.0,34,34,34
MONDO_0021945,,,0.0,19,19,19
MONDO_0021948,cutaneous tuberculosis,True,0.0,2,2,2
MONDO_0021950,autoimmune oophoritis,True,0.0,6,6,6
MONDO_0021960,ureteritis,True,0.0,4,4,4
MONDO_0022057,,,0.0,6,6,6
MONDO_0022096,pyogenic granuloma,False,1.0,80,80,80
MONDO_0022103,chronic prostatitis,False,2.0,109,109,109
MONDO_0022113,central centrifugal cicatricial alopecia,False,5.0,37,37,37
MONDO_0022180,,,0.0,5,5,5
MONDO_0022208,,,0.0,20,20,20
MONDO_0022236,colpocephaly,True,0.0,1,1,1
MONDO_0022308,corticobasal degeneration disorder,False,3.0,38,38,38
MONDO_0022316,hair defect with photosensitivity and intellectual disability syndrome,True,0.0,8,8,8
MONDO_0022394,cervical intraepithelial neoplasia,False,11.0,231,231,231
MONDO_0022410,retinal ciliopathy,True,0.0,4,4,4
MONDO_0022435,,,0.0,2,2,2
MONDO_0022518,autoimmune inner ear disease,False,3.0,13,13,13
MONDO_0022519,,,0.0,166,166,166
MONDO_0022529,,,0.0,78,78,78
MONDO_0022560,benign metastasizing leiomyoma,True,0.0,1,1,1
MONDO_0022672,,,0.0,4,4,4
MONDO_0022687,,,0.0,50,50,50
MONDO_0022723,,,0.0,44,44,44
MONDO_0022736,occupational lung disease,True,0.0,7,7,7
MONDO_0022742,,,0.0,39,39,39
MONDO_0022749,non-neoplastic nevus,True,0.0,1,1,1
MONDO_0022754,chromosome 17p deletion,True,0.0,1,1,1
MONDO_0022800,,,0.0,1,1,1
MONDO_0022963,desmoplastic infantile astrocytoma,True,0.0,4,4,4
MONDO_0022965,desmoplastic infantile ganglioglioma,True,0.0,4,4,4
MONDO_0023113,,,0.0,22,22,22
MONDO_0023122,familial prostate carcinoma,True,0.0,2,2,2
MONDO_0023149,infection due to clostridium perfringens,True,0.0,51,51,51
MONDO_0023161,,,0.0,248,248,248
MONDO_0023164,viral pericarditis,True,0.0,6,6,6
MONDO_0023206,functional pancreatic neuroendocrine tumor,False,2.0,3,3,3
MONDO_0023283,,,0.0,50,50,50
MONDO_0023297,guttate psoriasis,False,1.0,9,9,9
MONDO_0023370,,,0.0,109,109,109
MONDO_0023419,,,0.0,5,5,5
MONDO_0023557,,,0.0,66,66,66
MONDO_0023599,,,0.0,1,1,1
MONDO_0023603,hereditary disorder of connective tissue,True,0.0,4,4,4
MONDO_0023619,lentigo maligna melanoma,False,20.0,137,137,137
MONDO_0023644,lip and oral cavity carcinoma,False,1.0,240,240,240
MONDO_0023655,,,0.0,140,140,140
MONDO_0023657,,,0.0,1,1,1
MONDO_0023662,,,0.0,16,16,16
MONDO_0023664,,,0.0,71,71,71
MONDO_0023670,,,0.0,1,1,1
MONDO_0023671,oculopharyngodistal myopathy 3,True,0.0,8,8,8
MONDO_0023693,,,0.0,3,3,3
MONDO_0023726,,,0.0,17,17,17
MONDO_0023833,,,0.0,8,8,8
MONDO_0023865,,,0.0,91,91,91
MONDO_0023868,,,0.0,1,1,1
MONDO_0023910,Martsolf syndrome,True,0.0,2,2,2
MONDO_0023961,"visceral neuropathy, familial",True,0.0,1,1,1
MONDO_0024237,inherited neurodegenerative disorder,True,0.0,3,3,3
MONDO_0024239,congenital anomaly of cardiovascular system,True,0.0,9,9,9
MONDO_0024240,,,0.0,21,21,21
MONDO_0024247,,,0.0,3,3,3
MONDO_0024257,,,0.0,3,3,3
MONDO_0024264,,,0.0,3,3,3
MONDO_0024268,superficial mycosis,True,0.0,1,1,1
MONDO_0024271,intestinal helminthiasis,True,0.0,4,4,4
MONDO_0024275,,,0.0,42,42,42
MONDO_0024276,glandular cell neoplasm,True,0.0,1,1,1
MONDO_0024278,proctocolitis,True,0.0,2,2,2
MONDO_0024279,,,0.0,37,37,37
MONDO_0024280,polyarticular arthritis,False,2.0,130,130,130
MONDO_0024282,,,0.0,66,66,66
MONDO_0024286,benign blood vessel neoplasm,True,0.0,1,1,1
MONDO_0024290,enuresis,False,11.0,15,15,15
MONDO_0024292,,,0.0,23,23,23
MONDO_0024294,skin disorder caused by infection,True,0.0,8,8,8
MONDO_0024296,,,0.0,151,151,151
MONDO_0024298,,,0.0,4,4,4
MONDO_0024299,vitamin D-dependent rickets,True,0.0,3,3,3
MONDO_0024300,hypophosphatemic rickets,False,3.0,21,21,21
MONDO_0024304,,,0.0,9,9,9
MONDO_0024307,,,0.0,2,2,2
MONDO_0024308,,,0.0,77,77,77
MONDO_0024318,viral infection of central nervous system,True,0.0,12,12,12
MONDO_0024322,,,0.0,4,4,4
MONDO_0024327,chronic renal failure syndrome,False,58.0,59,59,59
MONDO_0024330,infectious otitis media,False,2.0,29,29,29
MONDO_0024334,,,0.0,49,49,49
MONDO_0024336,vulvar adenocarcinoma,True,0.0,4,4,4
MONDO_0024337,urothelial neoplasm,False,3.0,29,29,29
MONDO_0024338,,,0.0,119,119,119
MONDO_0024339,,,0.0,35,35,35
MONDO_0024352,viral respiratory tract infection,False,2.0,36,36,36
MONDO_0024354,cytomegalovirus pneumonia,True,0.0,15,15,15
MONDO_0024355,respiratory tract infectious disorder,False,10.0,127,127,127
MONDO_0024361,circadian rhythm sleep disorder,False,4.0,23,23,23
MONDO_0024363,rapid eye movement sleep disorder,True,0.0,2,2,2
MONDO_0024389,anaerobic bacteria infectious disease,True,0.0,1,1,1
MONDO_0024415,,,0.0,1,1,1
MONDO_0024417,perceptual disorders,False,8.0,9,9,9
MONDO_0024419,,,0.0,66,66,66
MONDO_0024431,,,0.0,15,15,15
MONDO_0024457,,,0.0,24,24,24
MONDO_0024458,disorder of visual system,True,0.0,1,1,1
MONDO_0024462,,,0.0,106,106,106
MONDO_0024464,,,0.0,5,5,5
MONDO_0024465,,,0.0,18,18,18
MONDO_0024469,,,0.0,57,57,57
MONDO_0024470,,,0.0,30,30,30
MONDO_0024474,intraepithelial neoplasia,False,3.0,191,191,191
MONDO_0024475,squamous cell intraepithelial neoplasia,False,7.0,191,191,191
MONDO_0024477,liver and intrahepatic bile duct neoplasm,False,3.0,552,552,552
MONDO_0024478,mesenchymal hamartoma,True,0.0,1,1,1
MONDO_0024479,,,0.0,9,9,9
MONDO_0024481,,,0.0,4,4,4
MONDO_0024483,,,0.0,6,6,6
MONDO_0024487,nail infection,True,0.0,5,5,5
MONDO_0024498,glioma susceptibility 1,True,0.0,4,4,4
MONDO_0024501,appendix neuroendocrine neoplasm,True,0.0,7,7,7
MONDO_0024502,gallbladder neuroendocrine neoplasm,True,0.0,2,2,2
MONDO_0024503,digestive system neuroendocrine neoplasm,False,25.0,86,86,86
MONDO_0024516,,,0.0,4,4,4
MONDO_0024517,,,0.0,7,7,7
MONDO_0024519,,,0.0,3,3,3
MONDO_0024521,"aortic aneurysm, familial abdominal, 1",True,0.0,9,9,9
MONDO_0024522,"amyloidosis, primary localized cutaneous, 1",True,0.0,4,4,4
MONDO_0024525,,,0.0,37,37,37
MONDO_0024526,Zimmermann-Laband syndrome 1,True,0.0,3,3,3
MONDO_0024528,,,0.0,4,4,4
MONDO_0024530,,,0.0,11,11,11
MONDO_0024531,,,0.0,11,11,11
MONDO_0024532,,,0.0,17,17,17
MONDO_0024533,,,0.0,34,34,34
MONDO_0024534,,,0.0,80,80,80
MONDO_0024535,,,0.0,4,4,4
MONDO_0024537,,,0.0,4,4,4
MONDO_0024539,,,0.0,22,22,22
MONDO_0024540,,,0.0,44,44,44
MONDO_0024545,,,0.0,13,13,13
MONDO_0024546,,,0.0,4,4,4
MONDO_0024547,,,0.0,16,16,16
MONDO_0024548,,,0.0,14,14,14
MONDO_0024550,,,0.0,12,12,12
MONDO_0024556,,,0.0,1,1,1
MONDO_0024560,,,0.0,2,2,2
MONDO_0024561,,,0.0,11,11,11
MONDO_0024562,,,0.0,59,59,59
MONDO_0024568,,,0.0,6,6,6
MONDO_0024570,,,0.0,11,11,11
MONDO_0024572,,,0.0,6,6,6
MONDO_0024573,,,0.0,50,50,50
MONDO_0024574,von Willebrand disease (hereditary or acquired),False,5.0,48,48,48
MONDO_0024582,male reproductive system neoplasm,True,0.0,1,1,1
MONDO_0024611,,,0.0,5,5,5
MONDO_0024615,,,0.0,76,76,76
MONDO_0024616,,,0.0,2,2,2
MONDO_0024618,,,0.0,34,34,34
MONDO_0024621,,,0.0,41,41,41
MONDO_0024622,thyroid gland adenocarcinoma,True,0.0,11,11,11
MONDO_0024625,disorder of lacrimal gland,True,0.0,5,5,5
MONDO_0024633,,,0.0,94,94,94
MONDO_0024635,,,0.0,22,22,22
MONDO_0024636,,,0.0,54,54,54
MONDO_0024637,malignant soft tissue neoplasm,True,0.0,7,7,7
MONDO_0024638,pancreatic gastrinoma,False,2.0,5,5,5
MONDO_0024643,,,0.0,102,102,102
MONDO_0024645,retroperitoneal neoplasm,True,0.0,2,2,2
MONDO_0024647,urolithiasis,False,3.0,130,130,130
MONDO_0024649,optic tract astrocytoma,True,0.0,1,1,1
MONDO_0024653,skull neoplasm,True,0.0,5,5,5
MONDO_0024654,,,0.0,11,11,11
MONDO_0024656,colorectal lymphoma,True,0.0,2,2,2
MONDO_0024660,,,0.0,84,84,84
MONDO_0024661,,,0.0,33,33,33
MONDO_0024662,colorectal tubulovillous adenoma,True,0.0,15,15,15
MONDO_0024664,"hypertension, pregnancy-induced",False,1.0,106,106,106
MONDO_0024673,skin lymphangioma,True,0.0,2,2,2
MONDO_0024677,pancreatic insulinoma,False,4.0,32,32,32
MONDO_0024686,"tenosynovial giant cell tumor, diffuse type",False,9.0,29,29,29
MONDO_0024770,"autoinflammatory syndrome, familial, X-linked, Behcet-like 2",True,0.0,47,47,47
MONDO_0024771,,,0.0,24,24,24
MONDO_0024772,,,0.0,27,27,27
MONDO_0024773,,,0.0,44,44,44
MONDO_0024777,"immunodeficiency 98 with autoinflammation, X-linked",True,0.0,139,139,139
MONDO_0024781,,,0.0,165,165,165
MONDO_0024879,metastatic carcinoma,False,27.0,223,223,223
MONDO_0024880,metastatic malignant neoplasm,False,212.0,602,602,602
MONDO_0024882,secondary neoplasm,True,0.0,20,20,20
MONDO_0024884,metastatic carcinoma in the bone,True,0.0,2,2,2
MONDO_0024885,malignant ovarian serous tumor,False,4.0,12,12,12
MONDO_0024888,,,0.0,4,4,4
MONDO_0024890,pineal parenchymal cell neoplasm,True,0.0,5,5,5
MONDO_0024892,soft tissue amyloid neoplasm,True,0.0,1,1,1
MONDO_0024905,bird disease,True,0.0,4,4,4
MONDO_0024913,cattle disease,True,0.0,10,10,10
MONDO_0024934,,,0.0,7,7,7
MONDO_0024950,horse disease,True,0.0,9,9,9
MONDO_0024990,swine disease,True,0.0,9,9,9
MONDO_0025003,goat disease,True,0.0,2,2,2
MONDO_0025193,oculopharyngodistal myopathy,True,0.0,13,13,13
MONDO_0025294,,,0.0,29,29,29
MONDO_0025351,"multiple congenital anomalies-neurodevelopmental syndrome, X-linked",True,0.0,9,9,9
MONDO_0025353,,,0.0,6,6,6
MONDO_0025354,,,0.0,69,69,69
MONDO_0025356,,,0.0,49,49,49
MONDO_0025371,,,0.0,40,40,40
MONDO_0025513,,,0.0,7,7,7
MONDO_0025598,pneumonia caused by chlamydia,True,0.0,25,25,25
MONDO_0025622,,,0.0,7,7,7
MONDO_0025690,,,0.0,6,6,6
MONDO_0025708,,,0.0,1,1,1
MONDO_0025986,,,0.0,4,4,4
MONDO_0026045,prurigo nodularis,False,14.0,45,45,45
MONDO_0026720,,,0.0,8,8,8
MONDO_0026721,,,0.0,2,2,2
MONDO_0026722,,,0.0,3,3,3
MONDO_0026726,,,0.0,42,42,42
MONDO_0026731,,,0.0,10,10,10
MONDO_0026732,,,0.0,9,9,9
MONDO_0026767,,,0.0,1,1,1
MONDO_0026777,VEXAS syndrome,True,0.0,43,43,43
MONDO_0027026,Buschke Lowenstein tumor,True,0.0,2,2,2
MONDO_0027029,HHV-6 encephalitis,True,0.0,5,5,5
MONDO_0027353,,,0.0,1,1,1
MONDO_0027407,,,0.0,2,2,2
MONDO_0027766,generalized lipodystrophy,False,1.0,22,22,22
MONDO_0027767,partial lipodystrophy,False,1.0,31,31,31
MONDO_0027772,lung colloid adenocarcinoma,True,0.0,16,16,16
MONDO_0029131,"peripheral neuropathy, autosomal recessive, with or without impaired intellectual development",True,0.0,3,3,3
MONDO_0029132,,,0.0,15,15,15
MONDO_0029133,,,0.0,19,19,19
MONDO_0029134,severe combined immunodeficiency due to CARMIL2 deficiency,True,0.0,22,22,22
MONDO_0029135,,,0.0,4,4,4
MONDO_0029136,,,0.0,17,17,17
MONDO_0029137,,,0.0,9,9,9
MONDO_0029141,,,0.0,13,13,13
MONDO_0029143,,,0.0,2,2,2
MONDO_0029465,,,0.0,29,29,29
MONDO_0030006,,,0.0,3,3,3
MONDO_0030007,,,0.0,7,7,7
MONDO_0030008,,,0.0,3,3,3
MONDO_0030010,,,0.0,34,34,34
MONDO_0030013,,,0.0,30,30,30
MONDO_0030014,,,0.0,17,17,17
MONDO_0030015,,,0.0,58,58,58
MONDO_0030019,,,0.0,11,11,11
MONDO_0030020,,,0.0,1,1,1
MONDO_0030029,,,0.0,4,4,4
MONDO_0030030,,,0.0,3,3,3
MONDO_0030031,,,0.0,29,29,29
MONDO_0030034,,,0.0,15,15,15
MONDO_0030035,,,0.0,18,18,18
MONDO_0030036,,,0.0,2,2,2
MONDO_0030037,,,0.0,3,3,3
MONDO_0030038,,,0.0,11,11,11
MONDO_0030042,,,0.0,31,31,31
MONDO_0030044,,,0.0,13,13,13
MONDO_0030045,,,0.0,15,15,15
MONDO_0030048,,,0.0,26,26,26
MONDO_0030049,,,0.0,9,9,9
MONDO_0030051,,,0.0,3,3,3
MONDO_0030055,,,0.0,4,4,4
MONDO_0030058,,,0.0,21,21,21
MONDO_0030059,,,0.0,1,1,1
MONDO_0030060,,,0.0,13,13,13
MONDO_0030062,,,0.0,68,68,68
MONDO_0030064,,,0.0,9,9,9
MONDO_0030066,"granulomatous disease, chronic, autosomal recessive, 5",True,0.0,76,76,76
MONDO_0030069,,,0.0,156,156,156
MONDO_0030070,,,0.0,3,3,3
MONDO_0030071,,,0.0,2,2,2
MONDO_0030072,,,0.0,2,2,2
MONDO_0030073,,,0.0,1,1,1
MONDO_0030074,,,0.0,7,7,7
MONDO_0030077,,,0.0,9,9,9
MONDO_0030087,,,0.0,7,7,7
MONDO_0030088,,,0.0,10,10,10
MONDO_0030089,,,0.0,71,71,71
MONDO_0030105,,,0.0,18,18,18
MONDO_0030134,,,0.0,15,15,15
MONDO_0030258,,,0.0,2,2,2
MONDO_0030259,,,0.0,2,2,2
MONDO_0030260,,,0.0,1,1,1
MONDO_0030263,,,0.0,6,6,6
MONDO_0030266,,,0.0,68,68,68
MONDO_0030270,,,0.0,8,8,8
MONDO_0030294,,,0.0,3,3,3
MONDO_0030296,,,0.0,3,3,3
MONDO_0030302,,,0.0,179,179,179
MONDO_0030307,,,0.0,39,39,39
MONDO_0030308,immunodeficiency 82 with systemic inflammation,True,0.0,47,47,47
MONDO_0030309,,,0.0,5,5,5
MONDO_0030311,,,0.0,3,3,3
MONDO_0030312,,,0.0,6,6,6
MONDO_0030314,,,0.0,63,63,63
MONDO_0030316,,,0.0,15,15,15
MONDO_0030317,,,0.0,23,23,23
MONDO_0030318,,,0.0,19,19,19
MONDO_0030323,,,0.0,1,1,1
MONDO_0030326,,,0.0,4,4,4
MONDO_0030329,,,0.0,2,2,2
MONDO_0030330,,,0.0,17,17,17
MONDO_0030332,,,0.0,4,4,4
MONDO_0030333,immunodeficiency 84,True,0.0,116,116,116
MONDO_0030335,,,0.0,13,13,13
MONDO_0030338,,,0.0,8,8,8
MONDO_0030339,,,0.0,1,1,1
MONDO_0030341,,,0.0,6,6,6
MONDO_0030346,"ciliary dyskinesia, primary, 47, and lissencephaly",True,0.0,11,11,11
MONDO_0030355,,,0.0,11,11,11
MONDO_0030356,,,0.0,1,1,1
MONDO_0030360,,,0.0,8,8,8
MONDO_0030362,,,0.0,4,4,4
MONDO_0030374,,,0.0,32,32,32
MONDO_0030375,"neurologic, endocrine, and pancreatic disease, multisystem, infantile-onset 2",True,0.0,1,1,1
MONDO_0030376,,,0.0,1,1,1
MONDO_0030397,,,0.0,11,11,11
MONDO_0030399,,,0.0,1,1,1
MONDO_0030428,,,0.0,123,123,123
MONDO_0030430,,,0.0,72,72,72
MONDO_0030433,"Charcot-Marie-Tooth disease, axonal, type 2FF",True,0.0,19,19,19
MONDO_0030438,,,0.0,1,1,1
MONDO_0030439,,,0.0,67,67,67
MONDO_0030440,,,0.0,15,15,15
MONDO_0030448,,,0.0,160,160,160
MONDO_0030449,,,0.0,19,19,19
MONDO_0030453,,,0.0,9,9,9
MONDO_0030455,,,0.0,17,17,17
MONDO_0030456,,,0.0,18,18,18
MONDO_0030457,immunodeficiency 87 and autoimmunity,True,0.0,6,6,6
MONDO_0030458,"Charcot-Marie-Tooth disease, axonal, Type 2HH",True,0.0,5,5,5
MONDO_0030462,Joubert syndrome 40,True,0.0,1,1,1
MONDO_0030463,,,0.0,69,69,69
MONDO_0030465,,,0.0,4,4,4
MONDO_0030471,,,0.0,1,1,1
MONDO_0030472,,,0.0,9,9,9
MONDO_0030473,,,0.0,12,12,12
MONDO_0030476,,,0.0,5,5,5
MONDO_0030480,,,0.0,4,4,4
MONDO_0030483,immunodeficiency 88,True,0.0,22,22,22
MONDO_0030484,,,0.0,144,144,144
MONDO_0030486,,,0.0,3,3,3
MONDO_0030487,,,0.0,19,19,19
MONDO_0030490,,,0.0,27,27,27
MONDO_0030491,,,0.0,15,15,15
MONDO_0030492,,,0.0,61,61,61
MONDO_0030493,,,0.0,61,61,61
MONDO_0030498,,,0.0,110,110,110
MONDO_0030500,Loeys-Dietz syndrome 6,True,0.0,2,2,2
MONDO_0030502,tetrasomy,True,0.0,1,1,1
MONDO_0030503,,,0.0,13,13,13
MONDO_0030505,"cholestasis, progressive familial intrahepatic, 8",True,0.0,25,25,25
MONDO_0030506,,,0.0,48,48,48
MONDO_0030507,,,0.0,62,62,62
MONDO_0030508,,,0.0,62,62,62
MONDO_0030512,,,0.0,2,2,2
MONDO_0030513,,,0.0,4,4,4
MONDO_0030514,,,0.0,1,1,1
MONDO_0030515,,,0.0,65,65,65
MONDO_0030519,,,0.0,104,104,104
MONDO_0030522,,,0.0,61,61,61
MONDO_0030523,,,0.0,22,22,22
MONDO_0030524,"mucopolysaccharidosis, type 10",True,0.0,4,4,4
MONDO_0030528,,,0.0,80,80,80
MONDO_0030529,,,0.0,151,151,151
MONDO_0030531,,,0.0,73,73,73
MONDO_0030534,,,0.0,9,9,9
MONDO_0030549,,,0.0,8,8,8
MONDO_0030602,,,0.0,67,67,67
MONDO_0030607,Bryant-Li-Bhoj neurodevelopmental syndrome 2,True,0.0,2,2,2
MONDO_0030608,,,0.0,17,17,17
MONDO_0030619,,,0.0,7,7,7
MONDO_0030625,,,0.0,15,15,15
MONDO_0030634,,,0.0,4,4,4
MONDO_0030673,,,0.0,5,5,5
MONDO_0030674,,,0.0,5,5,5
MONDO_0030676,,,0.0,19,19,19
MONDO_0030677,,,0.0,8,8,8
MONDO_0030680,,,0.0,67,67,67
MONDO_0030681,immunodeficiency 94 with autoinflammation and dysmorphic facies,True,0.0,4,4,4
MONDO_0030684,,,0.0,12,12,12
MONDO_0030689,,,0.0,6,6,6
MONDO_0030690,,,0.0,70,70,70
MONDO_0030692,,,0.0,102,102,102
MONDO_0030693,,,0.0,143,143,143
MONDO_0030696,,,0.0,3,3,3
MONDO_0030697,,,0.0,30,30,30
MONDO_0030700,,,0.0,43,43,43
MONDO_0030701,,,0.0,18,18,18
MONDO_0030702,autoimmune atherosclerosis,True,0.0,2,2,2
MONDO_0030703,,,0.0,36,36,36
MONDO_0030711,,,0.0,28,28,28
MONDO_0030712,oculopharyngodistal myopathy 4,True,0.0,11,11,11
MONDO_0030714,,,0.0,29,29,29
MONDO_0030716,,,0.0,42,42,42
MONDO_0030717,,,0.0,145,145,145
MONDO_0030718,,,0.0,42,42,42
MONDO_0030719,,,0.0,6,6,6
MONDO_0030721,,,0.0,42,42,42
MONDO_0030723,,,0.0,4,4,4
MONDO_0030724,,,0.0,5,5,5
MONDO_0030726,,,0.0,24,24,24
MONDO_0030727,,,0.0,5,5,5
MONDO_0030731,"aortic aneurysm, familial thoracic 12",True,0.0,6,6,6
MONDO_0030732,,,0.0,42,42,42
MONDO_0030733,,,0.0,61,61,61
MONDO_0030736,,,0.0,43,43,43
MONDO_0030746,,,0.0,1,1,1
MONDO_0030747,,,0.0,1,1,1
MONDO_0030748,,,0.0,1,1,1
MONDO_0030749,,,0.0,1,1,1
MONDO_0030750,,,0.0,4,4,4
MONDO_0030756,,,0.0,5,5,5
MONDO_0030768,,,0.0,4,4,4
MONDO_0030785,,,0.0,4,4,4
