diseaseId,diseaseName,orphan,known_clinical_targets,comparison_row_count,available_ot_score_count,available_ottree_count
DOID_0050890,,,0.0,201,201,201
DOID_10113,trypanosomiasis,False,11.0,79,79,79
DOID_10718,,,0.0,113,113,113
DOID_13406,pulmonary sarcoidosis,False,34.0,180,180,180
DOID_1947,,,0.0,33,33,33
DOID_7551,gonorrhea,False,4.0,415,415,415
EFO_0000094,B-cell acute lymphoblastic leukemia,False,46.0,306,306,306
EFO_0000095,chronic lymphocytic leukemia,False,354.0,959,959,959
EFO_0000096,neoplasm of mature B-cells,False,177.0,221,221,221
EFO_0000174,Ewing sarcoma,False,42.0,458,458,458
EFO_0000178,gastric carcinoma,False,25.0,736,736,736
EFO_0000180,HIV-1 infection,False,122.0,599,599,599
EFO_0000181,head and neck squamous cell carcinoma,False,216.0,1049,1049,1049
EFO_0000182,hepatocellular carcinoma,False,296.0,1376,1376,1376
EFO_0000183,Hodgkins lymphoma,False,120.0,593,593,593
EFO_0000186,invasive breast ductal carcinoma,False,14.0,639,639,639
EFO_0000191,MALT lymphoma,False,68.0,283,283,283
EFO_0000195,metabolic syndrome,False,117.0,858,858,858
EFO_0000196,metastatic prostate cancer,False,156.0,418,418,418
EFO_0000197,,,0.0,208,208,208
EFO_0000198,myelodysplastic syndrome,False,268.0,692,692,692
EFO_0000199,oral squamous cell carcinoma,False,90.0,978,978,978
EFO_0000200,plasma cell neoplasm,False,74.0,213,213,213
EFO_0000203,monoclonal gammopathy,False,5.0,309,309,309
EFO_0000209,T-cell acute lymphoblastic leukemia,False,67.0,362,362,362
EFO_0000211,unspecified peripheral T-cell lymphoma,False,85.0,146,146,146
EFO_0000216,,,0.0,87,87,87
EFO_0000217,gastritis,False,8.0,359,359,359
EFO_0000218,acute erythroleukemia,False,38.0,209,209,209
EFO_0000220,acute lymphoblastic leukemia,False,230.0,991,991,991
EFO_0000221,acute monocytic leukemia,False,42.0,93,93,93
EFO_0000222,acute myeloid leukemia,False,335.0,1173,1173,1173
EFO_0000223,acute myelomonocytic leukemia,False,40.0,118,118,118
EFO_0000224,acute promyelocytic leukemia,False,60.0,499,499,499
EFO_0000225,,,0.0,77,77,77
EFO_0000228,adenocarcinoma,False,135.0,952,952,952
EFO_0000231,adenoid cystic carcinoma,False,29.0,222,222,222
EFO_0000232,adenoma,False,13.0,743,743,743
EFO_0000233,adenosquamous lung carcinoma,False,73.0,161,161,161
EFO_0000239,adrenal gland pheochromocytoma,False,54.0,186,186,186
EFO_0000248,alveolar rhabdomyosarcoma,False,15.0,241,241,241
EFO_0000255,angioimmunoblastic T-cell lymphoma,False,61.0,246,246,246
EFO_0000266,aortic stenosis,False,18.0,252,252,252
EFO_0000272,astrocytoma,False,42.0,797,797,797
EFO_0000274,atopic eczema,False,71.0,591,591,591
EFO_0000275,atrial fibrillation,False,137.0,1042,1042,1042
EFO_0000278,pancreatitis,False,35.0,40,40,40
EFO_0000279,azoospermia,False,9.0,185,185,185
EFO_0000280,Barrett's esophagus,False,62.0,500,500,500
EFO_0000281,basal-like breast carcinoma,True,0.0,6,6,6
EFO_0000284,benign prostatic hyperplasia,False,25.0,705,705,705
EFO_0000294,bladder tumor,False,62.0,458,458,458
EFO_0000304,breast adenocarcinoma,False,72.0,435,435,435
EFO_0000305,breast carcinoma,False,198.0,1063,1063,1063
EFO_0000306,,,0.0,26,26,26
EFO_0000308,bronchoalveolar adenocarcinoma,False,67.0,202,202,202
EFO_0000309,Burkitts lymphoma,False,83.0,498,498,498
EFO_0000313,carcinoma,False,189.0,1087,1087,1087
EFO_0000318,cardiomyopathy,False,26.0,680,680,680
EFO_0000319,cardiovascular disease,False,236.0,1104,1104,1104
EFO_0000326,central nervous system cancer,False,60.0,312,312,312
EFO_0000330,childhood acute myeloid leukemia,False,41.0,44,44,44
EFO_0000331,,,0.0,53,53,53
EFO_0000332,chondromyxoid fibroma,True,0.0,13,13,13
EFO_0000333,chondrosarcoma,False,20.0,343,343,343
EFO_0000335,chromophobe renal cell carcinoma,False,18.0,411,411,411
EFO_0000337,chronic gastritis,False,3.0,196,196,196
EFO_0000339,chronic myelogenous leukemia,False,124.0,840,840,840
EFO_0000341,chronic obstructive pulmonary disease,False,165.0,1105,1105,1105
EFO_0000342,chronic pancreatitis,False,16.0,413,413,413
EFO_0000348,clear cell adenocarcinoma,False,64.0,274,274,274
EFO_0000349,clear cell renal carcinoma,False,93.0,792,792,792
EFO_0000350,clear cell sarcoma of the kidney,False,10.0,30,30,30
EFO_0000364,colon mucinous adenocarcinoma,False,4.0,13,13,13
EFO_0000365,colorectal adenocarcinoma,False,172.0,794,794,794
EFO_0000373,congestive heart failure,False,71.0,142,142,142
EFO_0000384,Crohn's disease,False,152.0,886,886,886
EFO_0000389,cutaneous melanoma,False,150.0,632,632,632
EFO_0000394,dedifferentiated chondrosarcoma,False,1.0,11,11,11
EFO_0000397,dermal neurofibroma,True,0.0,10,10,10
EFO_0000398,dermatomyositis,False,41.0,342,342,342
EFO_0000400,diabetes mellitus,False,199.0,1282,1282,1282
EFO_0000401,diabetic nephropathy,False,77.0,764,764,764
EFO_0000402,diffuse gastric adenocarcinoma,False,4.0,103,103,103
EFO_0000403,diffuse large B-cell lymphoma,False,316.0,884,884,884
EFO_0000404,diffuse scleroderma,False,27.0,92,92,92
EFO_0000407,dilated cardiomyopathy,False,22.0,150,150,150
EFO_0000432,breast ductal carcinoma in situ,False,84.0,578,578,578
EFO_0000437,embryonal rhabdomyosarcoma,False,14.0,219,219,219
EFO_0000464,emphysema,False,16.0,436,436,436
EFO_0000465,endocarditis,False,1.0,12,12,12
EFO_0000466,endometrioid carcinoma,False,85.0,299,299,299
EFO_0000474,epilepsy,False,273.0,1018,1018,1018
EFO_0000478,esophageal adenocarcinoma,False,51.0,681,681,681
EFO_0000479,essential thrombocythemia,False,41.0,439,439,439
EFO_0000483,exercise,False,1.0,1,1,1
EFO_0000489,extra-adrenal sympathetic paraganglioma,False,11.0,14,14,14
EFO_0000495,fetal growth restriction,False,9.0,582,582,582
EFO_0000497,fibromatosis,False,12.0,79,79,79
EFO_0000499,,,0.0,159,159,159
EFO_0000500,,,0.0,396,396,396
EFO_0000501,follicular thyroid carcinoma,False,62.0,295,295,295
EFO_0000502,ganglioneuroblastoma,False,22.0,83,83,83
EFO_0000503,gastric adenocarcinoma,False,69.0,748,748,748
EFO_0000504,gastric intestinal type adenocarcinoma,False,4.0,168,168,168
EFO_0000508,genetic disorder,False,81.0,809,809,809
EFO_0000512,reproductive system disease,False,25.0,88,88,88
EFO_0000514,germ cell tumor,False,50.0,229,229,229
EFO_0000519,glioblastoma multiforme,False,349.0,1267,1267,1267
EFO_0000536,hyperplasia,False,10.0,237,237,237
EFO_0000537,hypertension,False,208.0,786,786,786
EFO_0000538,hypertrophic cardiomyopathy,False,22.0,670,670,670
EFO_0000540,immune system disease,False,69.0,578,578,578
EFO_0000544,infection,False,92.0,1381,1381,1381
EFO_0000545,infertility,False,121.0,258,258,258
EFO_0000546,injury,False,160.0,749,749,749
EFO_0000549,insulinoma,False,3.0,376,376,376
EFO_0000551,intracranial hemorrhage,False,10.0,203,203,203
EFO_0000552,invasive breast ductal and lobular carcinoma,True,0.0,4,4,4
EFO_0000553,invasive lobular carcinoma,False,8.0,142,142,142
EFO_0000555,irritable bowel syndrome,False,66.0,510,510,510
EFO_0000557,juvenile dermatomyositis,False,6.0,257,257,257
EFO_0000558,Kaposi's sarcoma,False,59.0,346,346,346
EFO_0000559,keratinizing squamous cell carcinoma,False,1.0,3,3,3
EFO_0000563,large cell neuroendocrine carcinoma,False,7.0,170,170,170
EFO_0000564,leiomyosarcoma,False,53.0,329,329,329
EFO_0000565,leukemia,False,274.0,1049,1049,1049
EFO_0000569,liposarcoma,False,54.0,305,305,305
EFO_0000571,lung adenocarcinoma,False,119.0,1218,1218,1218
EFO_0000574,lymphoma,False,314.0,965,965,965
EFO_0000580,medullary breast carcinoma,True,0.0,22,22,22
EFO_0000584,infectious meningitis,True,0.0,55,55,55
EFO_0000588,mesothelioma,False,144.0,578,578,578
EFO_0000589,metabolic disease,False,59.0,782,782,782
EFO_0000595,monophasic synovial sarcoma,True,0.0,7,7,7
EFO_0000612,myocardial infarction,False,92.0,935,935,935
EFO_0000613,myxoid liposarcoma,False,2.0,79,79,79
EFO_0000616,neoplasm,False,627.0,1504,1504,1504
EFO_0000618,nervous system disease,False,18.0,955,955,955
EFO_0000621,neuroblastoma,False,154.0,1034,1034,1034
EFO_0000622,,,0.0,198,198,198
EFO_0000625,,,0.0,149,149,149
EFO_0000630,oligoastrocytoma,False,40.0,113,113,113
EFO_0000632,oligodendroglioma,False,21.0,402,402,402
EFO_0000637,osteosarcoma,False,91.0,1017,1017,1017
EFO_0000639,papillary cystadenocarcinoma,True,0.0,5,5,5
EFO_0000640,papillary renal cell carcinoma,False,24.0,379,379,379
EFO_0000641,papillary thyroid carcinoma,False,68.0,867,867,867
EFO_0000649,periodontitis,False,76.0,683,683,683
EFO_0000650,,,0.0,177,177,177
EFO_0000653,,,0.0,90,90,90
EFO_0000658,plexiform neurofibroma,False,8.0,83,83,83
EFO_0000660,polycystic ovary syndrome,False,77.0,786,786,786
EFO_0000662,polyp,False,21.0,380,380,380
EFO_0000666,portal hypertension,False,27.0,297,297,297
EFO_0000668,preeclampsia,False,99.0,805,805,805
EFO_0000673,prostate adenocarcinoma,False,242.0,798,798,798
EFO_0000676,psoriasis,False,213.0,1014,1014,1014
EFO_0000677,mental or behavioural disorder,False,38.0,407,407,407
EFO_0000678,pterygium,False,9.0,242,242,242
EFO_0000681,renal cell carcinoma,False,172.0,885,885,885
EFO_0000684,respiratory system disease,False,22.0,442,442,442
EFO_0000685,rheumatoid arthritis,False,233.0,624,624,624
EFO_0000691,sarcoma,False,139.0,751,751,751
EFO_0000693,schwannoma,False,1.0,250,250,250
EFO_0000694,severe acute respiratory syndrome,False,147.0,478,478,478
EFO_0000698,,,0.0,86,86,86
EFO_0000699,Sjogren syndrome,False,39.0,473,473,473
EFO_0000701,skin disease,False,41.0,484,484,484
EFO_0000702,small cell lung carcinoma,False,277.0,931,931,931
EFO_0000705,,,0.0,80,80,80
EFO_0000706,spondyloarthropathy,False,9.0,161,161,161
EFO_0000707,squamous cell carcinoma,False,180.0,1016,1016,1016
EFO_0000708,squamous cell lung carcinoma,False,88.0,652,652,652
EFO_0000712,stroke,False,241.0,606,606,606
EFO_0000713,subarachnoid hemorrhage,False,55.0,585,585,585
EFO_0000717,systemic scleroderma,False,66.0,709,709,709
EFO_0000729,ulcerative colitis,False,170.0,1147,1147,1147
EFO_0000730,,,0.0,44,44,44
EFO_0000731,uterine fibroid,False,9.0,153,153,153
EFO_0000736,,,0.0,42,42,42
EFO_0000756,melanoma,False,320.0,1262,1262,1262
EFO_0000759,lipoma,False,29.0,150,150,150
EFO_0000760,malignant peripheral nerve sheath tumor,False,32.0,293,293,293
EFO_0000762,,,0.0,186,186,186
EFO_0000763,viral disease,False,23.0,1068,1068,1068
EFO_0000764,HIV infection,False,248.0,809,809,809
EFO_0000765,AIDS,False,31.0,526,526,526
EFO_0000767,,,0.0,37,37,37
EFO_0000768,idiopathic pulmonary fibrosis,False,98.0,634,634,634
EFO_0000769,Epstein-Barr virus infection,False,5.0,441,441,441
EFO_0000770,malignant pleural mesothelioma,False,69.0,487,487,487
EFO_0000771,bacterial disease,False,9.0,748,748,748
EFO_0000772,pneumococcal infection,False,1.0,195,195,195
EFO_0000773,temporal lobe epilepsy,False,1.0,485,485,485
EFO_0000775,Whipple's disease,True,0.0,17,17,17
EFO_0000776,,,0.0,59,59,59
EFO_0000777,,,0.0,67,67,67
EFO_0000778,anthrax infection,False,4.0,95,95,95
EFO_0000779,Drosophila C virus infection,True,0.0,2,2,2
EFO_0000780,Enterococcus faecalis infection,True,0.0,7,7,7
EFO_0000783,myositis,False,12.0,293,293,293
EFO_0001054,leprosy,False,53.0,317,317,317
EFO_0001055,borderline leprosy,True,0.0,14,14,14
EFO_0001056,,,0.0,49,49,49
EFO_0001057,lepromatous leprosy,True,0.0,72,72,72
EFO_0001060,celiac disease,False,17.0,358,358,358
EFO_0001061,cervical carcinoma,False,50.0,633,633,633
EFO_0001062,cytomegalovirus infection,False,12.0,482,482,482
EFO_0001063,deafness,False,38.0,301,301,301
EFO_0001064,Down syndrome,False,19.0,626,626,626
EFO_0001065,endometriosis,False,67.0,760,760,760
EFO_0001066,,,0.0,814,814,814
EFO_0001067,parasitic infection,False,1.0,521,521,521
EFO_0001068,malaria,False,106.0,737,737,737
EFO_0001069,nutritional disorder,False,12.0,59,59,59
EFO_0001071,lung carcinoma,False,82.0,859,859,859
EFO_0001073,obesity,False,235.0,437,437,437
EFO_0001074,morbid obesity,False,55.0,270,270,270
EFO_0001075,ovarian carcinoma,False,152.0,793,793,793
EFO_0001076,Pseudomonas infection,True,0.0,63,63,63
EFO_0001356,familial amyotrophic lateral sclerosis,False,1.0,94,94,94
EFO_0001357,sporadic amyotrophic lateral sclerosis,False,10.0,68,68,68
EFO_0001358,post-traumatic stress disorder,False,88.0,511,511,511
EFO_0001361,pulmonary arterial hypertension,False,158.0,848,848,848
EFO_0001365,age-related macular degeneration,False,55.0,648,648,648
EFO_0001376,synovial sarcoma,False,44.0,665,665,665
EFO_0001378,multiple myeloma,False,411.0,998,998,998
EFO_0001379,endocrine system disease,False,2.0,227,227,227
EFO_0001380,hypopituitarism,False,2.0,125,125,125
EFO_0001382,puberty,False,1.0,13,13,13
EFO_0001416,cervical adenocarcinoma,False,98.0,303,303,303
EFO_0001421,liver disease,False,274.0,920,920,920
EFO_0001422,cirrhosis of liver,False,117.0,713,713,713
EFO_0001423,encephalomyelitis,False,4.0,127,127,127
EFO_0001425,,,0.0,228,228,228
EFO_0001642,lymphoid neoplasm,False,126.0,424,424,424
EFO_0001645,coronary artery disease,False,207.0,920,920,920
EFO_0001663,prostate carcinoma,False,195.0,735,735,735
EFO_0001666,aortic aneurysm,False,4.0,290,290,290
EFO_0001668,human papilloma virus infection,False,10.0,393,393,393
EFO_0001675,simian immunodeficiency virus infection,True,0.0,47,47,47
EFO_0002087,fibrosarcoma,False,5.0,480,480,480
EFO_0002422,,,0.0,426,426,426
EFO_0002423,osteoma,True,0.0,8,8,8
EFO_0002424,fibroma,False,2.0,85,85,85
EFO_0002426,neoplasm of mature T-cells or NK-cells,False,19.0,20,20,20
EFO_0002427,myeloid neoplasm,False,35.0,280,280,280
EFO_0002428,chronic myeloproliferative disorder,False,51.0,132,132,132
EFO_0002429,polycythemia vera,False,74.0,335,335,335
EFO_0002430,primary myelofibrosis,False,62.0,216,216,216
EFO_0002431,tumour of cranial and spinal nerves,False,4.0,25,25,25
EFO_0002461,,,0.0,28,28,28
EFO_0002496,actinic keratosis,False,36.0,180,180,180
EFO_0002497,acute hypotension,False,9.0,12,12,12
EFO_0002499,anaplastic astrocytoma,False,109.0,379,379,379
EFO_0002500,anaplastic oligoastrocytoma,False,21.0,59,59,59
EFO_0002501,anaplastic oligodendroglioma,False,74.0,185,185,185
EFO_0002502,benign insulitis,True,0.0,2,2,2
EFO_0002504,,,0.0,65,65,65
EFO_0002509,,,0.0,19,19,19
EFO_0002511,,,0.0,42,42,42
EFO_0002571,,,0.0,52,52,52
EFO_0002581,,,0.0,1,1,1
EFO_0002608,,,0.0,362,362,362
EFO_0002609,juvenile idiopathic arthritis,False,21.0,435,435,435
EFO_0002610,cocaine dependence,False,105.0,255,255,255
EFO_0002612,human herpesvirus 8 infection,False,11.0,42,42,42
EFO_0002613,,,0.0,2,2,2
EFO_0002615,internal carotid artery stenosis,False,37.0,54,54,54
EFO_0002616,macroglobulinemia,False,1.0,104,104,104
EFO_0002617,metastatic melanoma,False,199.0,698,698,698
EFO_0002618,pancreatic carcinoma,False,415.0,861,861,861
EFO_0002621,prostate intraepithelial neoplasia,False,2.0,288,288,288
EFO_0002622,,,0.0,137,137,137
EFO_0002623,,,0.0,62,62,62
EFO_0002626,thymus neoplasm,False,23.0,126,126,126
EFO_0002627,vulvar intraepithelial neoplasia,False,1.0,170,170,170
EFO_0002628,peripartum cardiomyopathy,False,3.0,75,75,75
EFO_0002629,,,0.0,11,11,11
EFO_0002630,,,0.0,42,42,42
EFO_0002686,,,0.0,22,22,22
EFO_0002687,ischemia reperfusion injury,False,110.0,341,341,341
EFO_0002689,antiphospholipid syndrome,False,3.0,142,142,142
EFO_0002756,fasting,False,11.0,18,18,18
EFO_0002890,renal carcinoma,False,8.0,479,479,479
EFO_0002892,thyroid carcinoma,False,79.0,561,561,561
EFO_0002893,choriocarcinoma,False,3.0,204,204,204
EFO_0002894,,,0.0,29,29,29
EFO_0002913,Cutaneous T-cell lymphoma,False,79.0,352,352,352
EFO_0002914,uterine sarcoma,False,51.0,165,165,165
EFO_0002916,esophageal carcinoma,False,77.0,492,492,492
EFO_0002917,ovarian serous adenocarcinoma,False,24.0,479,479,479
EFO_0002918,rhabdomyosarcoma,False,69.0,452,452,452
EFO_0002919,,,0.0,56,56,56
EFO_0002921,vulvar carcinoma,False,10.0,79,79,79
EFO_0002938,hypopharyngeal carcinoma,False,46.0,144,144,144
EFO_0002939,medulloblastoma,False,59.0,646,646,646
EFO_0002945,,,0.0,90,90,90
EFO_0002950,pregnancy,False,97.0,142,142,142
EFO_0002970,muscular disease,False,22.0,164,164,164
EFO_0003014,breast fibrocystic disease,False,2.0,150,150,150
EFO_0003015,aggressive behavior,False,33.0,68,68,68
EFO_0003016,collecting duct carcinoma,False,14.0,45,45,45
EFO_0003017,transitional cell carcinoma of kidney,False,25.0,227,227,227
EFO_0003025,acute megakaryoblastic leukaemia,False,38.0,128,128,128
EFO_0003026,minimally differentiated acute myeloblastic leukemia,False,2.0,22,22,22
EFO_0003027,acute myeloblastic leukemia without maturation,False,40.0,47,47,47
EFO_0003028,acute myeloblastic leukemia with maturation,False,32.0,33,33,33
EFO_0003029,acute basophilic leukemia,False,19.0,136,136,136
EFO_0003030,abscess,False,2.0,250,250,250
EFO_0003032,anaplastic large cell lymphoma,False,77.0,374,374,374
EFO_0003033,bacteriemia,False,1.0,426,426,426
EFO_0003035,cellulitis,False,7.0,83,83,83
EFO_0003046,heart transplant rejection,True,0.0,2,2,2
EFO_0003047,hepatitis C virus infection,False,70.0,609,609,609
EFO_0003050,large cell lung carcinoma,False,89.0,275,275,275
EFO_0003060,non-small cell lung carcinoma,False,469.0,1274,1274,1274
EFO_0003063,polymyositis,False,9.0,192,192,192
EFO_0003073,asymptomatic myeloma,False,15.0,27,27,27
EFO_0003075,,,0.0,43,43,43
EFO_0003083,pleomorphic liposarcoma,True,0.0,38,38,38
EFO_0003084,round cell liposarcoma,True,0.0,35,35,35
EFO_0003085,dedifferentiated liposarcoma,False,22.0,95,95,95
EFO_0003086,kidney disease,False,327.0,934,934,934
EFO_0003094,,,0.0,86,86,86
EFO_0003095,non-alcoholic fatty liver disease,False,85.0,891,891,891
EFO_0003096,Pick disease,False,1.0,318,318,318
EFO_0003097,empyema,False,2.0,56,56,56
EFO_0003099,Cushing syndrome,False,12.0,172,172,172
EFO_0003100,peripheral neuropathy,False,89.0,491,491,491
EFO_0003101,,,0.0,87,87,87
EFO_0003102,osteomyelitis,False,18.0,198,198,198
EFO_0003103,urinary tract infection,False,38.0,246,246,246
EFO_0003104,,,0.0,167,167,167
EFO_0003105,,,0.0,139,139,139
EFO_0003106,pneumonia,False,49.0,194,194,194
EFO_0003110,villitis,True,0.0,23,23,23
EFO_0003144,heart failure,False,183.0,953,953,953
EFO_0003145,high output heart failure,True,0.0,10,10,10
EFO_0003147,mild heart failure,True,0.0,2,2,2
EFO_0003148,,,0.0,11,11,11
EFO_0003149,advanced heart failure,False,1.0,67,67,67
EFO_0003756,autism spectrum disorder,False,66.0,500,500,500
EFO_0003757,Asperger syndrome,False,11.0,37,37,37
EFO_0003758,autism,False,71.0,294,294,294
EFO_0003759,,,0.0,15,15,15
EFO_0003760,,,0.0,14,14,14
EFO_0003763,cerebrovascular disorder,False,13.0,356,356,356
EFO_0003764,transient ischemic attack,False,9.0,307,307,307
EFO_0003767,inflammatory bowel disease,False,108.0,870,870,870
EFO_0003768,nicotine dependence,False,100.0,287,287,287
EFO_0003769,endocrine neoplasm,False,54.0,96,96,96
EFO_0003770,diabetic retinopathy,False,100.0,573,573,573
EFO_0003776,,,0.0,23,23,23
EFO_0003777,heart disease,False,124.0,767,767,767
EFO_0003778,psoriatic arthritis,False,31.0,506,506,506
EFO_0003779,,,0.0,335,335,335
EFO_0003780,Behcet's syndrome,False,48.0,339,339,339
EFO_0003781,carotid artery disease,False,3.0,83,83,83
EFO_0003782,motor neuron disease,False,43.0,216,216,216
EFO_0003783,progressive bulbar palsy,True,0.0,16,16,16
EFO_0003802,refractory anemia,False,21.0,140,140,140
EFO_0003811,refractory anemia with excess blasts,False,25.0,125,125,125
EFO_0003812,refractory anemia with ringed sideroblasts,False,21.0,181,181,181
EFO_0003817,laryngeal neoplasm,False,12.0,330,330,330
EFO_0003818,lung disease,False,61.0,641,641,641
EFO_0003819,dental caries,False,1.0,241,241,241
EFO_0003820,bone neoplasm,False,31.0,237,237,237
EFO_0003824,,,0.0,70,70,70
EFO_0003825,serous adenocarcinoma,False,5.0,233,233,233
EFO_0003826,salivary gland neoplasm,False,15.0,64,64,64
EFO_0003827,pulmonary embolism,False,16.0,100,100,100
EFO_0003828,spinal cord neoplasm,False,1.0,18,18,18
EFO_0003830,prostatitis,False,18.0,356,356,356
EFO_0003832,,,0.0,61,61,61
EFO_0003833,brain neoplasm,False,206.0,820,820,820
EFO_0003834,cutaneous lupus erythematosus,False,27.0,290,290,290
EFO_0003835,anal neoplasm,False,6.0,33,33,33
EFO_0003837,calcification,False,1.0,148,148,148
EFO_0003839,retinopathy,False,9.0,568,568,568
EFO_0003840,chronic progressive multiple sclerosis,False,30.0,68,68,68
EFO_0003841,thyroid neoplasm,False,58.0,409,409,409
EFO_0003844,,,0.0,21,21,21
EFO_0003846,urethral neoplasm,False,16.0,18,18,18
EFO_0003849,palatal neoplasm,True,0.0,2,2,2
EFO_0003850,,,0.0,151,151,151
EFO_0003851,meningeal neoplasm,False,12.0,47,47,47
EFO_0003852,developmental disability,False,5.0,68,68,68
EFO_0003853,respiratory system neoplasm,False,4.0,16,16,16
EFO_0003854,postmenopausal osteoporosis,False,26.0,218,218,218
EFO_0003855,intestinal polyp,False,16.0,102,102,102
EFO_0003856,,,0.0,67,67,67
EFO_0003857,,,0.0,26,26,26
EFO_0003859,uterine neoplasm,False,40.0,150,150,150
EFO_0003860,pancreatic neoplasm,False,79.0,334,334,334
EFO_0003863,urogenital neoplasm,False,65.0,150,150,150
EFO_0003865,kidney neoplasm,False,48.0,334,334,334
EFO_0003866,paranasal sinus neoplasm,False,11.0,13,13,13
EFO_0003867,rhabdomyolysis,False,1.0,162,162,162
EFO_0003868,mouth neoplasm,False,69.0,132,132,132
EFO_0003869,breast neoplasm,False,288.0,1035,1035,1035
EFO_0003870,brain aneurysm,False,34.0,294,294,294
EFO_0003871,,,0.0,118,118,118
EFO_0003872,colitis,False,15.0,884,884,884
EFO_0003873,,,0.0,54,54,54
EFO_0003874,flatfoot,True,0.0,3,3,3
EFO_0003875,peripheral vascular disease,False,25.0,194,194,194
EFO_0003876,intermittent vascular claudication,False,68.0,69,69,69
EFO_0003877,sleep apnea,False,14.0,164,164,164
EFO_0003878,urethritis,False,22.0,46,46,46
EFO_0003880,appendiceal neoplasm,True,0.0,9,9,9
EFO_0003881,hysterectomy,True,0.0,7,7,7
EFO_0003882,osteoporosis,False,20.0,182,182,182
EFO_0003884,chronic kidney disease,False,243.0,1030,1030,1030
EFO_0003888,attention deficit hyperactivity disorder,False,58.0,589,589,589
EFO_0003890,drug dependence,False,90.0,286,286,286
EFO_0003891,biliary tract neoplasm,False,52.0,55,55,55
EFO_0003893,ovarian neoplasm,False,86.0,745,745,745
EFO_0003894,acne,False,83.0,417,417,417
EFO_0003897,stomach neoplasm,False,67.0,523,523,523
EFO_0003898,ankylosing spondylitis,False,32.0,370,370,370
EFO_0003899,contracture,False,26.0,33,33,33
EFO_0003900,,,0.0,140,140,140
EFO_0003902,spinal fracture,False,10.0,40,40,40
EFO_0003906,,,0.0,7,7,7
EFO_0003911,atrial flutter,False,25.0,125,125,125
EFO_0003914,atherosclerosis,False,113.0,1012,1012,1012
EFO_0003918,obstructive sleep apnea,False,153.0,679,679,679
EFO_0003921,pouchitis,False,11.0,94,94,94
EFO_0003925,cognition,False,6.0,82,82,82
EFO_0003928,necrotizing enterocolitis,False,29.0,258,258,258
EFO_0003929,relapsing-remitting multiple sclerosis,False,128.0,407,407,407
EFO_0003931,bone fracture,False,66.0,196,196,196
EFO_0003932,bacterial vaginosis,False,1.0,197,197,197
EFO_0003938,aphthous ulcer,False,13.0,98,98,98
EFO_0003939,,,0.0,3,3,3
EFO_0003940,physical activity,False,55.0,78,78,78
EFO_0003943,humerus fracture,False,12.0,26,26,26
EFO_0003944,tibia fracture,False,11.0,26,26,26
EFO_0003948,gastroesophageal reflux disease,False,27.0,376,376,376
EFO_0003950,ulna fracture,True,0.0,10,10,10
EFO_0003951,,,0.0,16,16,16
EFO_0003956,seasonal allergic rhinitis,False,29.0,116,116,116
EFO_0003957,radius fracture,False,28.0,38,38,38
EFO_0003958,sunburn,False,17.0,46,46,46
EFO_0003964,hip fracture,False,12.0,117,117,117
EFO_0003966,eye disease,False,64.0,358,358,358
EFO_0003967,vascular sarcoma,True,0.0,16,16,16
EFO_0003968,angiosarcoma,False,120.0,373,373,373
EFO_0004125,,,0.0,28,28,28
EFO_0004126,Adie syndrome,True,0.0,3,3,3
EFO_0004127,,,0.0,25,25,25
EFO_0004128,,,0.0,12,12,12
EFO_0004129,familial amyloid neuropathy,False,8.0,34,34,34
EFO_0004138,,,0.0,24,24,24
EFO_0004142,colorectal neoplasm,False,169.0,723,723,723
EFO_0004143,carpal tunnel syndrome,False,56.0,155,155,155
EFO_0004144,acatalasia,True,0.0,8,8,8
EFO_0004145,myopathy,False,4.0,371,371,371
EFO_0004149,neuropathy,False,18.0,550,550,550
EFO_0004152,chorea,False,2.0,65,65,65
EFO_0004190,open-angle glaucoma,False,28.0,430,430,430
EFO_0004191,androgenetic alopecia,False,21.0,152,152,152
EFO_0004192,alopecia areata,False,108.0,288,288,288
EFO_0004193,basal cell carcinoma,False,33.0,410,410,410
EFO_0004194,IGA glomerulonephritis,False,24.0,548,548,548
EFO_0004196,viral human hepatitis infection,True,0.0,3,3,3
EFO_0004197,hepatitis B virus infection,False,36.0,600,600,600
EFO_0004198,skin neoplasm,False,37.0,493,493,493
EFO_0004199,,,0.0,98,98,98
EFO_0004208,Vitiligo,False,78.0,435,435,435
EFO_0004209,hypospadias,False,20.0,153,153,153
EFO_0004210,,,0.0,192,192,192
EFO_0004211,Hypertriglyceridemia,False,50.0,295,295,295
EFO_0004212,Keloid,False,23.0,404,404,404
EFO_0004213,,,0.0,48,48,48
EFO_0004214,Abdominal Aortic Aneurysm,False,65.0,400,400,400
EFO_0004216,conduct disorder,False,10.0,74,74,74
EFO_0004220,chronic hepatitis C virus infection,False,88.0,388,388,388
EFO_0004224,Coronary Restenosis,False,10.0,11,11,11
EFO_0004225,Coronary Vasospasm,False,5.0,86,86,86
EFO_0004226,,,0.0,132,132,132
EFO_0004227,Dengue Hemorrhagic Fever,False,2.0,177,177,177
EFO_0004228,drug-induced liver injury,False,4.0,39,39,39
EFO_0004229,Dupuytren Contracture,False,28.0,114,114,114
EFO_0004230,endometrial neoplasm,False,29.0,53,53,53
EFO_0004232,eosinophilic esophagitis,False,25.0,248,248,248
EFO_0004234,erectile dysfunction,False,38.0,215,215,215
