repeat,fold,roc_auc,pr_auc,loss,best_epoch,best_val_pr_auc,runtime_seconds,train_rows,val_rows,test_rows
0,0,0.9052455618415008,0.6554646242725022,0.9244070871358552,20,0.5801685169823122,47.54195174600045,472701,57716,132934
0,1,0.9214381970110772,0.6815514019748949,0.7343358297731901,18,0.6657376568094152,49.882971726000505,475521,53755,134075
0,2,0.9035639580881887,0.662377950023451,0.805202616272749,13,0.7384873616152365,41.17215109499921,464405,52331,146615
0,3,0.9114082460762004,0.6634464660880384,0.782632078021057,19,0.6431156262386094,56.50016411700017,483989,53190,126172
0,4,0.9138539686606191,0.6963837513998768,0.9100830693212323,20,0.6695419876257014,56.33376863800004,488308,51488,123555
