metric,mean,std
auc,0.9111019863355173,0.006412862552521059
pr_auc,0.6718448387517527,0.01499894446643525
loss,0.8313321361048167,0.07392886702483852
best_epoch,18.0,2.6076809620810595
runtime_seconds,50.28620146440007,5.761003652870824
